id,Carats,Cert,Clarity,Color,Cut,Depth,Known_Conflict_Diamond,Measurements,Polish,Regions,Shape,Symmetry,Table,Vendor,Offers
8277,0.4,AGSL,VS1,E, ,61.4,,4.73x4.7x2.9,Excellent,Russia,Pear,Very good,56.0,1,1684.3351889315065
8278,0.4,AGSL,VS1,D, ,62.8,,4.7x4.68x2.94,Very good,Botswana,Radiant,Very good,59.0,1,1807.2385901825992
8279,0.41,AGSL,VS2,E, ,61.9,,4.78x4.76x2.95,Excellent,Russia,Round,Excellent,57.0,1,1635.8415027220894
8280,0.45,AGSL,SI1,F, ,,False,4.94x4.92x3.03,Excellent,Russia,Oval,Excellent,59.0,1,1545.2800243755896
8281,0.4,AGSL,VS1,D, ,63.6,,4.68x4.65x2.97,Excellent,Botswana,Round,Very good,56.0,1,1871.9390610814576
8282,0.4,GemEx,VS1,D, ,63.8,,4.69x4.65x2.98,Very good,Angola,Pear,Very good,,1,1788.999000055597
8283,0.4,AGSL,VS1,D, ,60.2,,4.78x4.76x2.87,Very good,South Africa,Marquise,Very good,62.0,1,1807.2385901825992
8284,0.42,AGSL,VS1,F, ,61.5,,4.81x4.8x2.96,Excellent,Australia,Princess,Excellent,59.0,1,1673.4271559045776
8285,0.45,AGSL,SI2,E, ,,,4.9x4.89x3.04,Excellent,Russia,Round,Excellent,58.0,1,1568.4332892103585
8286,0.46,AGSL,SI2,H, ,62.2,,4.93x4.95x3.07, ,South Africa,Asscher, ,57.0,1,
8287,0.43,AGSL,VS2,E, ,61.8,,4.84x4.83x2.99,Excellent,Russia,Princess,Excellent,59.0,1,1760.3354410252946
8288,0.51,AGSL,SI2,I, ,60.1,,5.21x5.17x3.12,Excellent,Angola,Asscher,Excellent,,1,
8289,0.44,AGSL,SI1,D, ,60.3,,4.89x4.92x2.96, ,Russia,Oval , ,60.0,1,
8290,0.5,AGSL,SI2,G, ,62.4,,5.08x5.03x3.16,Very good,Russia,Radiant,Very good,,1,
8291,0.44,AGSL,VS2,E, ,,,4.9x4.89x3.06,Excellent,Australia,Emerald,Excellent,,1,1824.2943296758092
8292,0.4,AGSL,VS2,D, ,61.1,,4.76x4.73x2.9,Very good,Russia,Asscher,Very good,56.0,1,1646.7178342382574
8293,0.41,AGSL,VS2,E, ,61.8,,4.77x4.75x2.94,Excellent,Russia,Pear,Excellent,,1,1635.8415027220894
8294,0.54,AGSL,VS2,K, ,,False,5.22x5.19x3.23,Excellent,DR Congo,Round,Excellent,57.0,2,
8295,0.5,AGSL,SI2,H, ,,False,5.08x5.02x3.18,Very good,Russia,Princess,Very good,57.0,1,
8296,0.54,AGSL,VS1,K, ,60.7,,5.28x5.25x3.19,Excellent,Canada,Round,Excellent,58.0,1,
8297,0.44,AGSL,SI1,D, ,62.0,,4.86x4.88x3.02, ,Angola,Round, ,,1,
8298,0.4,GemEx,VS2,D, ,61.1,False,4.75x4.73x2.9,Excellent,Russia,Princess,Very good,,1,1690.7709027096832
8299,0.4,AGSL,VS2,D, ,62.4,,4.72x4.7x2.94,Very good,Australia,Radiant,Very good,57.0,1,1646.7178342382574
8300,0.4,AGSL,VS2,D, ,60.9,,4.77x4.74x2.9,Very good,Russia,Oval,Excellent,,1,1694.2366820746824
8301,0.51,AGSL,VS2,J, ,61.8,,5.16x5.13x3.18,Excellent,Australia,Round,Excellent,,1,
8302,0.54,AGSL,I1,D, ,61.8,,5.24x5.22x3.23,Excellent,Russia,Round,Very good,58.0,1,2126.5175441362053
8303,0.6,AGSL,VS2,L, ,,,5.42x5.39x3.29,Very good,Botswana,Radiant,Very good,,1,
8304,0.5,AGSL,SI2,G, ,62.8,,5.07x5.04x3.18,Very good,Botswana,Marquis,Excellent,58.0,1,
8305,0.44,AGSL,VVS2,F, ,62.5,,4.89x4.87x3.05,Excellent,Russia,Round,Excellent,,1,2142.030318323715
8306,0.41,AGSL,VS2,E, ,,,4.75x4.72x2.95,Excellent,Russia,Round,Excellent,58.0,1,1635.8415027220894
8307,0.4,AGSL,VS1,D, ,62.6,,4.74x4.73x2.96,Excellent,Russia,ROUND,Excellent,,1,1922.5810040811912
8308,0.4,AGSL,SI1,G, ,62.3,,4.73x4.74x2.95,Excellent,Angola,Round,Excellent,,1,1109.4066364560956
8309,0.61,AGSL,SI2,K, ,61.9,,5.45x5.42x3.36,Excellent,Botswana,Emerald,Excellent,,1,
8310,0.6,,I1,G, ,62.6,,5.38x5.36x3.36,Very good,Russia,Round,Good,57.0,1,
8311,0.55,GemEx,SI1,J, ,62.1,,5.24x5.22x3.25,Excellent,Russia,Round,Excellent,58.0,1,
8312,0.41,AGSL,SI1,G, ,62.2,True,4.74x4.78x2.96,Excellent,Angola,Round,Excellent,,1,
8313,0.46,AGSL,SI1,E, ,,,4.95x4.99x3.09, ,Botswana,Round, ,,1,
8314,0.5,AGSL,SI1,F, ,57.3,,5.22x5.19x2.99,Very good,Russia,Princess,Excellent,,1,1792.0662136778649
8315,0.6,AGSL,VS1,L, ,61.8,False,5.4x5.39x3.34,Excellent,Russia,Round,Very good,59.0,1,
8316,0.46,AGSL,SI2,E, ,61.2,,4.95x5x3.04, ,Russia,Round, ,58.0,1,
8317,0.51,AGSL,SI2,G, ,62.5,,5.1x5.07x3.18,Excellent,DR Congo,Round,Excellent,58.0,1,
8318,0.5,GemEx,SI2,F, ,,,5.11x5.08x3.09,Excellent,Russia,Emerald,Very good,,1,
8319,0.6,,SI1,K, ,62.7,,5.39x5.37x3.37,Excellent,Russia,Emerald,Excellent,,1,
8320,0.53,AGSL,SI2,G, ,61.5,,5.21x5.18x3.2,Excellent,Russia,Round,Excellent,59.0,2,
8321,0.7,AGSL,SI2,L, ,,,5.75x5.72x3.46,Excellent,Canada,Round,Excellent,,1,
8322,0.5,AGSL,VS1,I, ,63.8,,5.05x5.02x3.21,Very good,Other/Unknown,Round,Very good,55.0,1,
8323,0.46,AGSL,VS2,G, ,62.3,,4.94x4.96x3.08, ,Russia,Pear, ,57.0,1,
8324,0.72,AGSL,SI1,M, ,62.5,,5.76x5.72x3.59,Excellent,Angola,Princess,Excellent,,1,
8325,0.4,AGSL,VS1,D, ,61.8,False,4.67x4.71x2.9,Very good,Canada,Round,Very good,59.0,1,1807.2385901825992
8326,0.5,AGSL,SI2,E, ,63.0,,5.07x5.02x3.18,Excellent,Canada,Oval,Good,57.0,1,
8327,0.43,,SI1,D, ,60.6,,4.85x4.89x2.95,Very good,Other/Unknown,Round,Very good,58.0,1,1382.9831596962497
8328,0.6,AGSL,VS2,J, ,63.4,,5.31x5.3x3.36,Very good,Canada,Marquise,Very good,60.0,1,
8329,0.62,AGSL,SI1,K, ,61.3,,5.52x5.5x3.38,Excellent,Russia,Marquise,Excellent,57.0,1,
8330,0.5,AGSL,SI2,D, ,63.4,False,5.08x5.01x3.2,Excellent,Australia,Oval ,Good,56.0,1,1975.186793310393
8331,0.54,AGSL,SI2,G, ,,,5.2x5.18x3.24,Excellent,Canada,Pear,Excellent,57.0,1,
8332,0.5,AGSL,SI2,E, ,61.8,,5.1x5.07x3.15,Very good,Russia,Round,Very good,57.0,1,1767.7709605082186
8333,0.52,AGSL,SI2,F, ,,,5.17x5.15x3.2,Excellent,Canada,Radiant,Excellent,,1,1820.391116831272
8334,0.41,GemEx,IF,G, ,59.0,,4.8x4.9x2.86,Good,Zimbabwe,Radiant,Good,59.0,1,1667.590997403279
8335,0.62,AGSL,VS2,K, ,61.8,,5.49x5.46x3.38,Excellent,Botswana,Round,Excellent,58.0,1,
8336,0.72,AGSL,VS1,M, ,,,5.75x5.72x3.56,Very good,Russia,Asscher,Excellent,,1,
8337,0.61,AGSL,VS1,K, ,61.8,,5.43x5.38x3.34,Very good,South Africa,Pear,Very good,57.0,1,
8338,0.5,AGSL,SI2,E, ,61.4,,5.13x5.08x3.14,Excellent,Russia,Radiant,Excellent,57.0,1,1881.866547645414
8339,0.53,AGSL,SI2,F, ,,,5.2x5.17x3.21,Excellent,Zimbabwe,Round,Excellent,58.0,1,1885.4222153299881
8340,0.5,AGSL,VVS2,I, ,61.5,False,5.07x5.05x3.11,Very good,DR Congo,Round,Very good,59.0,1,1832.1074101971801
8341,0.5,AGSL,VVS2,I, ,,,5.1x5.07x3.15,Very good,South Africa,Radiant,Very good,,1,1832.1074101971801
8342,0.5,AGSL,SI1,F, ,64.5,,4.98x4.95x3.2,Very good,Canada,Radiant,Excellent,60.0,1,1792.0662136778649
8343,0.52,,VS2,I, ,62.5,,5.14x5.12x3.21,Excellent,Canada,Round,Excellent,,1,
8344,0.52,GemEx,SI2,F, ,,,5.14x5.16x3.23, ,Botswana,Round, ,,1,
8345,0.5,AGSL,SI2,D, ,61.4,,5.11x5.08x3.13,Excellent,DR Congo,Round,Very good,61.0,1,2027.1973883178944
8346,0.55,AGSL,VVS1,J, ,61.5,,5.31x5.28x3.26,Excellent,Australia,Emerald,Excellent,58.0,1,1914.820386357554
8347,0.5,AGSL,VS1,G,Very good,63.4,,4.96x5.03x3.17,Very good,Australia,Round,Good,,1,1832.5753578799074
8348,0.72,AGSL,SI2,K, ,62.4,,5.77x5.73x3.59,Excellent,Australia,Round,Excellent,,1,
8349,0.56,AGSL,SI1,I, ,,,5.32x5.35x3.24,Good,Russia,Round,Very good,59.0,1,
8350,0.5,AGSL,SI1,D, ,60.8,,5.11x5.06x3.09,Very good,Russia,ROUND,Good,58.0,1,2081.2436216503224
8351,0.53,AGSL,SI1,G, ,62.3,,5.2x5.18x3.23,Excellent,Russia,Oval ,Excellent,57.0,1,1860.0285448392342
8352,0.52,AGSL,SI2,D, ,62.3,,5.14x5.12x3.2,Excellent,Russia,Round,Excellent,59.0,1,2219.9700485801177
8353,0.72,AGSL,SI1,L, ,61.5,,5.78x5.75x3.55,Very good,Australia,Round,Excellent,,1,
8354,0.55,AGSL,SI2,F, ,61.1,,5.32x5.3x3.25,Excellent,Botswana,Princess,Excellent,57.0,1,2018.908251325242
8355,0.7,AGSL,SI1,K, ,,,5.57x5.55x3.5,Excellent,South Africa,Round,Very good,61.0,1,
8356,0.5,AGSL,SI1,E, ,63.6,,5x4.98x3.18,Very good,Botswana,Emerald,Very good,,1,1933.95243479219
8357,0.51,AGSL,SI1,G, ,60.0,,5.22x5.2x3.13,Excellent,Canada,Round,Excellent,60.0,1,1731.994174916478
8358,0.53,AGSL,VS1,I, ,,,5.18x5.16x3.22,Excellent,Russia,Round,Excellent,57.0,1,1809.757707172858
8359,0.5,AGSL,SI1,F, ,59.4,,5.21x5.19x3.09,Excellent,DR Congo,Round,Excellent,61.0,2,1938.6427954520343
8360,0.56,AGSL,SI2,H,Very good,64.0,,5.18x5.24x3.33,Very good,Russia,Round,Very good,58.0,1,
8361,0.6,AGSL,SI1,H, ,62.7,,5.39x5.35x3.37,Very good,Botswana,Emerald,Very good,58.0,1,
8362,0.52,AGSL,VS2,H, ,64.2,False,5.05x5.02x3.23,Excellent,Canada,Marquise,Very good,,1,1722.076155779627
8363,0.6,AGSL,SI2,H,Very good,63.4,,5.34x5.36x3.39,Very good,Botswana,Round,Very good,,1,
8364,0.7,AGSL,SI1,K, ,62.0,,5.7x5.67x3.53,Excellent,Australia,Round,Very good,59.0,1,
8365,0.5,AGSL,SI1,E, ,60.5,,5.18x5.15x3.12,Very good,Australia,Round,Excellent,60.0,1,1985.4208213052377
8366,0.5,,VS2,H, ,,,5.11x5.08x3.11,Excellent,South Africa,Emerald,Very good,,1,
8367,0.6,GemEx,SI2,G, ,63.3,,5.31x5.28x3.35,Very good,Russia,Round,Very good,60.0,1,
8368,0.51,AGSL,VS2,H, ,62.3,,5.14x5.08x3.19,Very good,Russia,Emerald,Very good,,1,
8369,0.7,AGSL,IF,L, ,59.6,,5.77x5.73x3.43,Very good,Russia,Round,Very good,60.0,1,2826.7669129510414
8370,0.51,AGSL,SI1,G,Very good,63.9,,5.04x5.07x3.23,Excellent,DR Congo,Radiant,Excellent,,1,1731.994174916478
8371,0.51,AGSL,SI1,G,Very good,63.6,,5.05x5.07x3.22,Excellent,Australia,Round,Excellent,,1,1731.994174916478
8372,0.53,AGSL,SI1,F, ,62.5,,5.22x5.17x3.25,Very good,Australia,Round,Very good,56.0,1,1937.55695005724
8373,0.71,AGSL,VS2,K, ,,,5.7x5.65x3.56,Excellent,Russia,Emerald,Excellent,,1,
8374,0.7,AGSL,SI1,K, ,62.8,,5.68x5.64x3.56,Excellent,DR Congo,Round,Very good,56.0,1,
8375,0.7,AGSL,VS2,K, ,61.8,,5.7x5.63x3.5,Excellent,Russia,Round,Very good,60.0,1,
8376,0.7,AGSL,SI1,K, ,61.6,,5.7x5.65x3.5,Very good,Russia,Round,Very good,55.0,1,
8377,0.5,GemEx,SI1,E, ,,,5.04x4.99x3.19,Excellent,Russia,Round,Very good,58.0,1,1981.6688707477454
8378,0.7,AGSL,SI1,K, ,61.3,,5.68x5.65x3.48,Excellent,Botswana,Pear,Very good,63.0,1,
8379,0.6,AGSL,SI2,H, ,62.1,False,5.43x5.4x3.36,Excellent,Australia,Round,Excellent,,1,
8380,0.62,AGSL,SI2,H, ,62.0,,5.48x5.46x3.39,Excellent,Other/Unknown,Princess,Very good,57.0,1,
8381,0.6,AGSL,SI2,G,Very good,,,5.34x5.39x3.36,Excellent,Canada,Princess,Excellent,56.0,1,
8382,0.51,AGSL,SI1,F, ,61.9,False,5.08x5.12x3.16, ,South Africa,Round, ,,1,
8383,0.6,AGSL,SI2,G, ,62.7,,5.41x5.37x3.38,Excellent,Other/Unknown,Princess,Very good,,1,
8384,0.5,AGSL,SI1,E, ,62.4,,5.11x5.07x3.18,Very good,Botswana,Round,Very good,57.0,1,1933.95243479219
8385,0.5,AGSL,SI1,F, ,61.4,,5.1x5.13x3.14, ,Russia,Round, ,57.0,1,
8386,0.53,AGSL,SI1,F, ,61.7,,5.2x5.18x3.2,Excellent,Canada,Princess,Excellent,58.0,1,2056.922404228037
8387,0.5,AGSL,VS2,G, ,62.6,,5.03x5.05x3.15, ,Angola,Princess, ,62.0,1,
8388,0.53,,SI1,E, ,61.7,,5.23x5.21x3.22,Excellent,Other/Unknown,ROUND,Very good,57.0,1,
8389,0.6,AGSL,SI2,F, ,61.7,,5.38x5.42x3.33, ,Russia,Round, ,58.0,2,
8390,0.51,,SI1,F, ,62.3,,5.12x5.16x3.2, ,Australia,Round, ,,1,
8391,0.54,AGSL,SI2,D, ,60.5,,5.28x5.27x3.19,Excellent,Russia,Round,Excellent,,1,2364.6213313154913
8392,0.51,AGSL,SI1,D, ,62.6,,5.06x5.05x3.17,Excellent,South Africa,Round,Good,61.0,1,2221.2687908875355
8393,0.5,AGSL,SI1,D, ,62.5,,5.09x5.07x3.18,Very good,Russia,Radiant,Very good,,1,2134.6233487245827
8394,0.5,AGSL,SI1,D, ,62.1,,5.09x5.07x3.15,Very good,Russia,Round,Very good,,1,2134.6233487245827
8395,0.54,AGSL,SI1,F, ,62.3,,5.22x5.19x3.24,Excellent,DR Congo,Marquise,Excellent,,1,2126.0134602063267
8396,0.52,AGSL,VS2,H, ,61.3,,5.22x5.19x3.19,Excellent,Russia,Marquise,Excellent,58.0,1,1770.6624910302094
8397,0.6,AGSL,SI2,H, ,62.3,,5.38x5.42x3.36, ,Australia,Round, ,56.0,1,
8398,0.58,AGSL,VS1,I, ,,,5.38x5.37x3.27,Excellent,Russia,Round,Excellent,,1,2145.383289090048
8399,0.5,AGSL,SI1,D, ,61.1,,5.15x5.12x3.13,Very good,Russia,Round,Very good,,1,2134.6233487245827
8400,0.62,AGSL,VVS2,J, ,62.1,,5.48x5.45x3.4,Excellent,Russia,Princess,Excellent,57.0,1,2598.793982487606
8401,0.53,AGSL,SI1,E, ,,,5.2x5.18x3.2,Very good,DR Congo,Emerald,Very good,58.0,1,2138.4101704942914
8402,0.54,AGSL,VS2,H, ,62.4,,5.22x5.2x3.25,Excellent,Angola,Marquise,Excellent,57.0,1,1900.0928728761137
8403,0.64,AGSL,SI2,G, ,62.5,,5.5x5.47x3.43,Very good,Angola,Round,Very good,58.0,1,
8404,0.5,,SI1,D, ,59.0,,5.26x5.23x3.09,Excellent,Russia,Round,Excellent,58.0,1,1919.486819920588
8405,0.62,AGSL,SI2,F,Excellent,61.2,,5.46x5.51x3.36,Very good,Botswana,Round,Very good,,1,
8406,0.5,AGSL,VS2,E, ,,,5.02x4.99x3.23,Very good,Canada,Oval,Very good,56.0,1,2107.598056939315
8407,0.54,AGSL,VS2,H, ,60.0,,5.3x5.28x3.17,Excellent,Russia,Round,Excellent,59.0,1,1900.0928728761137
8408,0.7,AGSL,VS2,J, ,63.4,,5.65x5.57x3.55,Excellent,Botswana,Round,Good,59.0,1,
8409,0.6,AGSL,SI2,E, ,57.7,,5.56x5.54x3.2,Excellent,Russia,Round,Very good,64.0,1,2535.44689097883
8410,0.5,AGSL,SI1,D, ,59.3,,5.22x5.19x3.09,Excellent,Australia,Asscher,Very good,,1,2204.8909583007985
8411,0.5,AGSL,VS2,E, ,,,5.06x5.02x3.21,Excellent,DR Congo,Oval,Very good,,1,2177.423052887298
8412,0.51,AGSL,VS2,F, ,62.0,,5.16x5.15x3.2,Very good,Canada,Emerald,Excellent,,2,2116.4882035087962
8413,0.54,,VS2,G, ,60.1,,5.29x5.27x3.17,Excellent,DR Congo,Princess,Very good,61.0,1,
8414,0.52,AGSL,VS2,G, ,62.1,,5.17x5.15x3.2,Excellent,Australia,Round,Excellent,,1,1962.8886149220616
8415,0.63,AGSL,SI1,H, ,61.0,True,5.53x5.5x3.36,Very good,Angola,Emerald,Very good,62.0,1,
8416,0.64,AGSL,SI2,F, ,59.2,,5.6x5.63x3.32, ,Angola,Cushion, ,,1,
8417,0.51,AGSL,VS2,F, ,60.2,,5.21x5.19x3.13,Very good,Angola,Oval,Very good,59.0,1,1974.8009521829317
8418,0.5,GemEx,VS2,E, ,59.4,,5.17x5.18x3.08, ,DR Congo,Round, ,,1,
8419,0.54,GemEx,SI1,E, ,61.1,,5.27x5.25x3.21,Excellent,South Africa,Round,Excellent,58.0,1,2315.428821204376
8420,0.52,AGSL,VS2,G, ,,,5.24x5.26x3.11, ,Australia,Round, ,,1,
8421,0.55,AGSL,SI1,F, ,62.7,,5.24x5.26x3.29, ,Canada,Radiant, ,,1,
8422,0.6,AGSL,VS1,I, ,63.4,,5.37x5.35x3.4,Very good,Botswana,Pear,Very good,55.0,1,
8423,0.5,AGSL,VS1,E, ,63.7,,5.04x4.95x3.18,Excellent,Angola,Round,Very good,,1,2361.4471545261185
8424,0.51,AGSL,VS2,E, ,62.2,,5.12x5.11x3.18,Excellent,Botswana,Round,Excellent,56.0,1,2303.962380875756
8425,0.5,AGSL,VS2,F, ,,,5.15x5.17x3.08, ,Russia,Round, ,,1,
8426,0.53,AGSL,VS2,G, ,59.7,,5.33x5.3x3.17,Excellent,Russia,Round,Very good,,1,1978.343251131541
8427,0.5,AGSL,VVS2,G, ,62.4,,5.06x5.02x3.15,Excellent,DR Congo,Princess,Very good,56.0,1,2304.7606145997715
8428,0.6,AGSL,SI1,G,Very good,62.8,,5.35x5.37x3.37,Very good,Russia,Round,Excellent,58.0,1,2271.6295917574125
8429,0.91,,SI2,M, ,,,6.19x6.14x3.86,Excellent,Botswana,Uncut,Excellent,,1,
8430,0.6,AGSL,VS2,I, ,,,5.4x5.42x3.39, ,Angola,Emerald, ,,1,
8431,0.51,AGSL,VS2,G, ,,,5.13x5.16x3.16, ,Botswana,Radiant, ,56.0,1,
8432,0.6,AGSL,SI1,E, ,64.4,,5.33x5.28x3.42,Excellent,Botswana,Princess,Good,55.0,1,2673.277114113481
8433,0.72,AGSL,I1,E, ,61.2,,5.72x5.76x3.51,Very good,Botswana,Round,Very good,59.0,1,
8434,0.51,AGSL,VS1,G, ,62.3,,5.14x5.12x3.2,Excellent,Russia,Round,Excellent,,1,2068.5167569067194
8435,0.53,AGSL,VS2,G, ,62.3,,5.16x5.17x3.22, ,Russia,Asscher, ,57.0,1,
8436,0.6,AGSL,VS1,I, ,62.3,,5.39x5.42x3.37,Excellent,Russia,Oval,Very good,,1,2232.3509571684335
8437,0.55,AGSL,VS2,G, ,62.2,,5.26x5.23x3.26,Excellent,Russia,Emerald,Excellent,55.0,1,2168.831961743833
8438,0.71,AGSL,I1,F, ,59.7,,5.78x5.77x3.45,Very good,Australia,Round,Good,60.0,1,
8439,0.64,AGSL,SI2,E, ,63.2,,5.49x5.47x3.46,Excellent,Russia,Round,Excellent,56.0,1,2911.269866833722
8440,0.51,AGSL,VVS1,G, ,62.1,,5.15x5.13x3.19,Excellent,Russia,Pear,Excellent,,1,2247.974269696574
8441,0.6,AGSL,SI1,D, ,64.5,,5.31x5.26x3.41,Very good,Russia,Radiant,Very good,56.0,1,2889.713437886192
8442,0.52,,VS2,F, ,62.5,,5.15x5.13x3.21,Excellent,Russia,Princess,Excellent,57.0,1,1832.1912978482212
8443,0.61,AGSL,SI1,E, ,62.0,,5.42x5.46x3.37, ,South Africa,Emerald, ,,1,
8444,0.5,AGSL,VS2,D, ,63.1,,5.02x4.99x3.15,Excellent,Canada,Round,Good,56.0,1,2333.54585390929
8445,0.5,AGSL,VS1,E, ,62.7,,5.07x5.04x3.17,Excellent,Russia,Oval ,Very good,,1,2361.4471545261185
8446,0.52,AGSL,VS2,E, ,61.5,,5.2x5.18x3.19,Excellent,Canada,Marquise,Excellent,58.0,1,2377.051506853798
8447,0.5,AGSL,VS1,F, ,62.9,,4.98x5.04x3.15,Very good,Russia,Round,Good,,2,2117.784075477782
8448,0.6,AGSL,VS2,H, ,,,5.4x5.37x3.39,Excellent,Other/Unknown,Round,Very good,,2,2360.1692515947902
8449,0.5,AGSL,VS2,D, ,58.1,,5.2x5.19x3.02,Very good,Other/Unknown,Round,Very good,62.0,1,2316.8667349421044
8450,0.56,AGSL,VS1,H, ,61.5,,5.34x5.35x3.29, ,Botswana,Round, ,55.0,1,
8451,0.5,AGSL,VS2,D, ,60.1,,5.17x5.14x3.1,Excellent,DR Congo,Round,Very good,,2,2495.803042348047
8452,0.5,AGSL,VS2,D, ,61.5,,5.05x5.08x3.12,Very good,Botswana,Round,Very good,58.0,2,2419.3829621519317
8453,0.6,AGSL,VVS1,H, ,63.6,,5.34x5.32x3.39,Excellent,Russia,Radiant,Very good,58.0,1,2642.4614029081445
8454,0.5,AGSL,VS1,D, ,62.7,False,5.08x5.03x3.17,Excellent,Australia,Round,Very good,59.0,1,2582.6705418560723
8455,0.6,AGSL,VS2,G, ,63.0,,5.37x5.29x3.36,Very good,Russia,Round,Very good,,2,2508.4812450184513
8456,0.6,AGSL,VVS2,H, ,63.2,,5.37x5.35x3.39,Excellent,Australia,Round,Excellent,57.0,1,2907.1582775228953
8457,0.61,GemEx,VS2,H, ,61.3,,5.48x5.47x3.36,Excellent,Botswana,Round,Excellent,58.0,1,2368.0715550996206
8458,0.53,AGSL,VS1,E, ,56.3,,5.4x5.44x3.05,Good,Australia,Princess,Good,61.0,2,2483.8632898927285
8459,0.55,AGSL,VS1,G, ,59.1,,5.36x5.37x3.17, ,Botswana,Oval, ,62.0,1,
8460,0.54,AGSL,VVS1,H,Excellent,,,5.23x5.29x3.21,Very good,Botswana,Radiant,Very good,,1,2126.884003837314
8461,0.61,AGSL,SI1,D, ,61.4,False,5.48x5.46x3.36,Excellent,South Africa,Princess,Excellent,57.0,1,3118.8962699143467
8462,0.5,AGSL,VS1,F, ,62.2,,5.06x5.07x3.15, ,Russia,Round, ,,1,
8463,0.7,AGSL,SI2,G, ,59.2,,5.76x5.72x3.4,Excellent,Australia,Round,Excellent,65.0,1,
8464,0.5,AGSL,VS1,D, ,61.6,,5.09x5.05x3.12,Excellent,Botswana,Round,Very good,56.0,1,2582.6705418560723
8465,0.61,AGSL,SI1,D, ,,,5.39x5.35x3.36,Excellent,South Africa,Oval ,Excellent,58.0,1,3118.8962699143467
8466,0.5,AGSL,VVS2,D, ,,,5.11x5.08x3.21,Excellent,Botswana,Radiant,Very good,,1,2990.3067168639695
8467,0.5,,VS1,D, ,59.7,,5.19x5.16x3.09,Excellent,Russia,Radiant,Excellent,,1,2272.9689039319
8468,0.61,AGSL,SI1,E, ,62.1,,5.47x5.45x3.39,Excellent,Other/Unknown,Marquise,Excellent,57.0,1,2875.299702282855
8469,0.62,AGSL,SI1,E, ,62.4,,5.49x5.47x3.42,Excellent,Botswana,Radiant,Excellent,,1,2956.8829471066733
8470,0.8,AGSL,SI2,I,Very good,64.5,,5.79x5.84x3.75,Excellent,Russia,Asscher,Excellent,58.0,1,
8471,0.51,AGSL,VVS2,G, ,63.1,,5.05x5.09x3.2,Very good,Russia,ROUND,Very good,,1,2304.868621399676
8472,0.7,AGSL,SI2,E, ,63.7,,5.62x5.55x3.56,Very good,DR Congo,Radiant,Very good,,2,
8473,0.6,,VS2,D, ,63.7,,5.34x5.28x3.38,Very good,Botswana,Emerald,Very good,58.0,1,2700.076389333571
8474,0.7,GemEx,VS2,I, ,63.7,,5.59x5.54x3.55,Excellent,Australia,Round,Very good,59.0,1,
8475,0.65,GemEx,VS1,H, ,57.7,,5.73x5.67x3.29,Very good,DR Congo,Round,Very good,61.0,2,
8476,0.9,GemEx,VS2,M, ,62.8,,6.15x6.1x3.84,Excellent,Botswana,Round,Very good,,1,
8477,0.57,AGSL,VS2,E, ,,,5.29x5.32x3.31, ,DR Congo,Radiant, ,58.0,1,
8478,0.6,AGSL,VVS2,F, ,62.9,,5.35x5.31x3.35,Very good,Russia,Round,Very good,,2,3396.6869738898163
8479,0.7,AGSL,VS2,I, ,58.3,False,5.8x5.78x3.38,Very good,Russia,Pear,Very good,63.0,1,
8480,0.7,AGSL,VVS1,J, ,,True,5.54x5.57x3.6,Very good,DR Congo,Round,Very good,56.0,1,
8481,0.59,AGSL,VS1,F, ,62.5,,5.32x5.37x3.34,Excellent,DR Congo,Princess,Very good,57.0,1,2826.8499320566084
8482,0.54,AGSL,VVS2,E, ,61.9,,5.24x5.22x3.24,Excellent,Australia,Round,Excellent,57.0,1,3142.8808209223375
8483,0.7,AGSL,VS1,I, ,,,5.66x5.58x3.55,Excellent,Botswana,Oval,Good,,1,
8484,0.6,AGSL,VVS1,H, ,61.4,,5.43x5.47x3.35, ,Angola,Emerald, ,,2,
8485,0.5,,VVS1,G, ,62.2,,5.08x5.12x3.17,Excellent,Russia,Radiant,Very good,57.0,1,1793.5573562017364
8486,0.7,AGSL,SI2,F, ,62.4,,5.72x5.66x3.55,Excellent,Canada,Radiant,Very good,,1,
8487,0.66,AGSL,SI1,E, ,62.6,,5.57x5.6x3.5, ,Angola,Emerald, ,56.0,2,
8488,0.7,AGSL,SI2,G, ,62.5,,5.65x5.68x3.54,Very good,Russia,ROUND,Excellent,57.0,1,
8489,0.58,AGSL,VS1,E, ,61.4,,5.37x5.4x3.3, ,Russia,Emerald, ,60.0,1,
8490,0.61,AGSL,VS1,E, ,,,5.52x5.55x3.26,Very good,Australia,Emerald,Excellent,61.0,1,3218.435205574671
8491,0.61,AGSL,VVS2,G, ,62.3,False,5.45x5.43x3.39,Excellent,Canada,Round,Excellent,,1,3237.4660791463457
8492,0.6,AGSL,VS1,F, ,61.0,False,5.4x5.44x3.31, ,Botswana,Round, ,,1,
8493,0.6,AGSL,VS2,E, ,61.8,,5.35x5.42x3.33,Excellent,Russia,Round,Very good,61.0,1,2939.4762069396734
8494,0.7,AGSL,SI1,G, ,,,5.66x5.61x3.57,Very good,Russia,Round,Very good,56.0,1,
8495,0.63,AGSL,VS2,F, ,61.7,,5.53x5.5x3.41,Excellent,Canada,Round,Excellent,58.0,2,3140.4098790915673
8496,0.61,AGSL,VS2,E, ,61.0,,5.5x5.48x3.35,Excellent,Botswana,Round,Excellent,57.0,1,3086.211225623522
